condition,method,seed,feedback_seed,feedback_rank,epoch,n_train,input_noise,train_label_noise,loss,test_acc
nuisance_dominant,fa_random,4.0,0.0,0.0,14.0,512.0,0.05,0.2,257117.21875,0.127197265625
nuisance_dominant,ndfa_random,4.0,0.0,0.0,14.0,512.0,0.05,0.2,0.4662752151489258,0.335693359375
nuisance_dominant,fa_random,4.0,2.0,0.0,14.0,512.0,0.05,0.2,80253.3515625,0.123291015625
nuisance_dominant,fa_random,4.0,1.0,0.0,14.0,512.0,0.05,0.2,67399.3828125,0.127197265625
nuisance_dominant,dfa_random,4.0,2.0,0.0,14.0,512.0,0.05,0.2,6733.400390625,0.1171875
nuisance_dominant,dfa_random,4.0,1.0,0.0,14.0,512.0,0.05,0.2,8309.314453125,0.127685546875
nuisance_dominant,dfa_random,1.0,1.0,0.0,14.0,512.0,0.05,0.4,6273.35888671875,0.127685546875
nuisance_dominant,dfa_random,1.0,0.0,0.0,14.0,512.0,0.05,0.4,16918.97265625,0.119873046875
low_sample_noisy,fa_random,0.0,2.0,0.0,14.0,1024.0,0.15,0.0,9061.9677734375,0.318115234375
low_sample_noisy,ndfa_random,0.0,2.0,0.0,14.0,1024.0,0.15,0.0,0.0836535617709159,0.78857421875
low_sample_noisy,ndfa_random,0.0,1.0,0.0,14.0,1024.0,0.15,0.0,0.0884141325950622,0.801025390625
low_sample_noisy,ndfa_random,0.0,0.0,0.0,14.0,1024.0,0.15,0.0,0.0897424966096878,0.801025390625
task_aligned,nmnc,2.0,2.0,0.0,14.0,512.0,0.15,0.4,1.5339221954345703,0.839599609375
low_sample_noisy,fa_random,0.0,0.0,0.0,14.0,1024.0,0.15,0.0,5257.64111328125,0.22265625
low_sample_noisy,fa_random,0.0,1.0,0.0,14.0,1024.0,0.15,0.0,15643.400390625,0.1953125
task_aligned,bp,3.0,0.0,0.0,14.0,512.0,0.15,0.4,1.429010272026062,0.864501953125
mixed_context,dfa_random,0.0,0.0,0.0,14.0,2048.0,0.05,0.4,3089.36328125,0.13427734375
mixed_context,fa_random,0.0,0.0,0.0,14.0,2048.0,0.05,0.4,348746.53125,0.1328125
mixed_context,dfa_random,0.0,2.0,0.0,14.0,2048.0,0.05,0.4,1993.2554931640625,0.150390625
mixed_context,dfa_random,0.0,1.0,0.0,14.0,2048.0,0.05,0.4,35554.3359375,0.150390625
task_aligned,fa_random,1.0,0.0,0.0,14.0,2048.0,0.15,0.4,57692.6953125,0.69189453125
mixed_context,bp,0.0,0.0,0.0,14.0,2048.0,0.05,0.4,1.2445298433303833,0.3349609375
task_aligned,fa_random,1.0,1.0,0.0,14.0,2048.0,0.15,0.4,45781.8671875,0.538818359375
mixed_context,ndfa_random_kronecker,4.0,0.0,0.0,14.0,2048.0,0.15,0.4,0.116185076534748,0.361328125
mixed_context,ndfa_random,4.0,2.0,0.0,14.0,2048.0,0.15,0.4,0.8085158467292786,0.364990234375
mixed_context,ndfa_random_kronecker,4.0,1.0,0.0,14.0,2048.0,0.15,0.4,0.1123602017760276,0.34716796875
task_aligned,nmnc,2.0,0.0,0.0,14.0,2048.0,0.05,0.4,1.489193081855774,0.909912109375
task_aligned,vnc,2.0,2.0,0.0,14.0,2048.0,0.05,0.4,1.437142014503479,0.9189453125
mixed_context,ndfa_random,4.0,1.0,0.0,14.0,2048.0,0.15,0.4,0.7796263098716736,0.345947265625
mixed_context,ndfa_random,4.0,0.0,0.0,14.0,2048.0,0.15,0.4,0.7723376154899597,0.360107421875
low_sample_noisy,nmnc,4.0,2.0,0.0,14.0,1024.0,0.05,0.0,1.1423949003219604,0.4609375
low_sample_noisy,dfa_random,0.0,2.0,0.0,14.0,1024.0,0.15,0.0,1694.3131103515625,0.329833984375
low_sample_noisy,dfa_random,0.0,1.0,0.0,14.0,1024.0,0.15,0.0,727.1865844726562,0.361083984375
task_aligned,fa_random,3.0,0.0,0.0,14.0,512.0,0.15,0.4,3701.5400390625,0.3837890625
task_aligned,dfa_random,3.0,0.0,0.0,14.0,512.0,0.15,0.4,1.7214102745056152,0.681640625
low_sample_noisy,nmnc,4.0,1.0,0.0,14.0,1024.0,0.05,0.0,0.9504114985466005,0.463134765625
task_aligned,dfa_random,3.0,1.0,0.0,14.0,512.0,0.15,0.4,1.831387042999268,0.64501953125
low_sample_noisy,dfa_random,0.0,0.0,0.0,14.0,1024.0,0.15,0.0,566.4722900390625,0.4384765625
low_sample_noisy,bp,0.0,0.0,0.0,14.0,1024.0,0.15,0.0,0.3055042624473572,0.593994140625
nuisance_dominant,ndfa_random_kronecker,4.0,1.0,0.0,14.0,512.0,0.05,0.2,0.0616270825266838,0.44482421875
nuisance_dominant,ndfa_random_kronecker,4.0,0.0,0.0,14.0,512.0,0.05,0.2,0.058129958808422,0.44580078125
nuisance_dominant,ndfa_random_kronecker,4.0,2.0,0.0,14.0,512.0,0.05,0.2,0.0583245046436786,0.44873046875
nuisance_dominant,bp,1.0,0.0,0.0,14.0,512.0,0.05,0.4,0.799131453037262,0.143798828125
nuisance_dominant,nmnc,0.0,2.0,0.0,14.0,512.0,0.05,0.4,1.568387150764465,0.14697265625
nuisance_dominant,ndfa_random,4.0,2.0,0.0,14.0,512.0,0.05,0.2,0.5671530961990356,0.329345703125
nuisance_dominant,ndfa_random,4.0,1.0,0.0,14.0,512.0,0.05,0.2,0.5793559551239014,0.349365234375
mixed_context,dfa_random,4.0,2.0,0.0,14.0,2048.0,0.15,0.4,2829.06982421875,0.181396484375
mixed_context,fa_random,4.0,2.0,0.0,14.0,2048.0,0.15,0.4,557.0678100585938,0.169921875
mixed_context,fa_random,4.0,1.0,0.0,14.0,2048.0,0.15,0.4,22073.9609375,0.185546875
mixed_context,fa_random,4.0,0.0,0.0,14.0,2048.0,0.15,0.4,158831.625,0.119384765625
mixed_context,dfa_random,4.0,0.0,0.0,14.0,2048.0,0.15,0.4,16712.291015625,0.189208984375
mixed_context,dfa_random,4.0,1.0,0.0,14.0,2048.0,0.15,0.4,11914.1015625,0.185302734375
task_aligned,nmnc,2.0,2.0,0.0,14.0,2048.0,0.05,0.4,1.4903416633605957,0.916259765625
task_aligned,nmnc,2.0,1.0,0.0,14.0,2048.0,0.05,0.4,1.4925998449325562,0.914794921875
task_aligned,dfa_random,1.0,2.0,0.0,14.0,2048.0,0.15,0.4,6.732483386993408,0.51123046875
mixed_context,ndfa_random,0.0,1.0,0.0,14.0,2048.0,0.05,0.4,0.8614723086357117,0.3828125
mixed_context,ndfa_random,0.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.873065710067749,0.37060546875
mixed_context,ndfa_random,0.0,2.0,0.0,14.0,2048.0,0.05,0.4,0.7625709772109985,0.380859375
mixed_context,nmnc,3.0,2.0,0.0,14.0,2048.0,0.15,0.4,1.6260771751403809,0.29052734375
task_aligned,dfa_random,1.0,1.0,0.0,14.0,2048.0,0.15,0.4,80.82963562011719,0.435546875
mixed_context,fa_random,0.0,1.0,0.0,14.0,2048.0,0.05,0.4,33083.46875,0.09912109375
mixed_context,fa_random,0.0,2.0,0.0,14.0,2048.0,0.05,0.4,129421.5625,0.12841796875
nuisance_dominant,nmnc,0.0,1.0,0.0,14.0,512.0,0.05,0.4,1.4816501140594482,0.163818359375
nuisance_dominant,vnc,4.0,1.0,0.0,14.0,512.0,0.05,0.2,1.2926779985427856,0.163818359375
nuisance_dominant,vnc,4.0,0.0,0.0,14.0,512.0,0.05,0.2,1.1637070178985596,0.163330078125
nuisance_dominant,nmnc,4.0,0.0,0.0,14.0,512.0,0.05,0.2,1.4674206972122192,0.149658203125
nuisance_dominant,nmnc,0.0,0.0,0.0,14.0,512.0,0.05,0.4,1.5071572065353394,0.155517578125
nuisance_dominant,drtp_random,4.0,0.0,0.0,14.0,512.0,0.05,0.2,54133464.0,0.132568359375
nuisance_dominant,drtp_random,4.0,2.0,0.0,14.0,512.0,0.05,0.2,31348164.0,0.123291015625
nuisance_dominant,drtp_random,4.0,1.0,0.0,14.0,512.0,0.05,0.2,71403184.0,0.132568359375
low_sample_noisy,vnc,4.0,1.0,0.0,14.0,1024.0,0.05,0.0,0.5283384919166565,0.556640625
low_sample_noisy,vnc,4.0,0.0,0.0,14.0,1024.0,0.05,0.0,0.4498541355133056,0.538818359375
low_sample_noisy,nmnc,4.0,0.0,0.0,14.0,1024.0,0.05,0.0,1.0458269119262695,0.44677734375
low_sample_noisy,vnc,4.0,2.0,0.0,14.0,1024.0,0.05,0.0,0.6340838074684143,0.51318359375
task_aligned,dfa_random,3.0,2.0,0.0,14.0,512.0,0.15,0.4,3.402096748352051,0.579833984375
low_sample_noisy,drtp_random,4.0,0.0,0.0,14.0,1024.0,0.05,0.0,426728416.0,0.123291015625
low_sample_noisy,drtp_random,4.0,2.0,0.0,14.0,1024.0,0.05,0.0,209938016.0,0.134521484375
low_sample_noisy,drtp_random,4.0,1.0,0.0,14.0,1024.0,0.05,0.0,242276960.0,0.123291015625
mixed_context,nmnc,3.0,1.0,0.0,14.0,2048.0,0.15,0.4,1.6114636659622192,0.28857421875
mixed_context,nmnc,3.0,0.0,0.0,14.0,2048.0,0.15,0.4,1.643710970878601,0.285400390625
mixed_context,vnc,3.0,2.0,0.0,14.0,2048.0,0.15,0.4,1.454584002494812,0.29248046875
mixed_context,bp,4.0,0.0,0.0,14.0,2048.0,0.15,0.4,1.2715682983398438,0.318359375
mixed_context,vnc,3.0,1.0,0.0,14.0,2048.0,0.15,0.4,1.4050133228302002,0.306640625
task_aligned,dfa_random,3.0,0.0,0.0,14.0,2048.0,0.05,0.4,24.303205490112305,0.52880859375
task_aligned,bp,3.0,0.0,0.0,14.0,2048.0,0.05,0.4,1.3645232915878296,0.9296875
mixed_context,ndfa_random_kronecker,0.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.1895367801189422,0.383056640625
mixed_context,drtp_random,0.0,1.0,0.0,14.0,2048.0,0.05,0.4,3324831488.0,0.126220703125
mixed_context,drtp_random,0.0,0.0,0.0,14.0,2048.0,0.05,0.4,1518838144.0,0.127685546875
mixed_context,vnc,0.0,0.0,0.0,14.0,2048.0,0.05,0.4,1.4276634454727173,0.325439453125
mixed_context,drtp_random,0.0,2.0,0.0,14.0,2048.0,0.05,0.4,2665032704.0,0.12451171875
task_aligned,dfa_random,1.0,0.0,0.0,14.0,2048.0,0.15,0.4,21.76368522644043,0.40380859375
task_aligned,bp,1.0,0.0,0.0,14.0,2048.0,0.15,0.4,1.3277263641357422,0.8974609375
mixed_context,ndfa_random_kronecker,0.0,2.0,0.0,14.0,2048.0,0.05,0.4,0.1701104938983917,0.390625
mixed_context,ndfa_random_kronecker,0.0,1.0,0.0,14.0,2048.0,0.05,0.4,0.2094006836414337,0.380615234375
nuisance_dominant,bp,0.0,0.0,0.0,14.0,512.0,0.15,0.2,0.674442708492279,0.166259765625
nuisance_dominant,nmnc,4.0,2.0,0.0,14.0,512.0,0.05,0.2,1.367262601852417,0.165771484375
nuisance_dominant,dfa_random,0.0,2.0,0.0,14.0,512.0,0.15,0.2,4000.062744140625,0.12841796875
nuisance_dominant,dfa_random,0.0,1.0,0.0,14.0,512.0,0.15,0.2,13498.8466796875,0.126708984375
nuisance_dominant,nmnc,4.0,1.0,0.0,14.0,512.0,0.05,0.2,1.41283917427063,0.15869140625
nuisance_dominant,vnc,0.0,2.0,0.0,14.0,512.0,0.05,0.4,1.162744402885437,0.160400390625
nuisance_dominant,vnc,0.0,1.0,0.0,14.0,512.0,0.05,0.4,1.3155901432037354,0.150634765625
nuisance_dominant,dfa_random,0.0,0.0,0.0,14.0,512.0,0.15,0.2,2951.36865234375,0.130126953125
low_sample_noisy,ndfa_random,4.0,1.0,0.0,14.0,1024.0,0.05,0.0,0.0760723128914833,0.83447265625
low_sample_noisy,ndfa_random_kronecker,4.0,1.0,0.0,14.0,1024.0,0.05,0.0,0.0176547933369874,0.858642578125
low_sample_noisy,ndfa_random_kronecker,4.0,0.0,0.0,14.0,1024.0,0.05,0.0,0.0174744706600904,0.85009765625
low_sample_noisy,ndfa_random_kronecker,4.0,2.0,0.0,14.0,1024.0,0.05,0.0,0.0175744891166687,0.864501953125
nuisance_dominant,vnc,4.0,2.0,0.0,14.0,512.0,0.05,0.2,1.075543999671936,0.17822265625
task_aligned,fa_random,3.0,2.0,0.0,14.0,512.0,0.15,0.4,2439.695068359375,0.251220703125
task_aligned,fa_random,3.0,1.0,0.0,14.0,512.0,0.15,0.4,4547.64599609375,0.19189453125
low_sample_noisy,ndfa_random,4.0,2.0,0.0,14.0,1024.0,0.05,0.0,0.077448233962059,0.829345703125
task_aligned,dfa_random,3.0,2.0,0.0,14.0,2048.0,0.05,0.4,48.76461791992188,0.447509765625
mixed_context,drtp_random,3.0,1.0,0.0,14.0,2048.0,0.15,0.4,2396996608.0,0.117919921875
mixed_context,drtp_random,3.0,0.0,0.0,14.0,2048.0,0.15,0.4,2919617792.0,0.12744140625
mixed_context,vnc,3.0,0.0,0.0,14.0,2048.0,0.15,0.4,1.4265646934509275,0.29150390625
mixed_context,drtp_random,3.0,2.0,0.0,14.0,2048.0,0.15,0.4,2820515328.0,0.124755859375
task_aligned,dfa_random,3.0,1.0,0.0,14.0,2048.0,0.05,0.4,15.402251243591309,0.69873046875
mixed_context,ndfa_random_kronecker,3.0,1.0,0.0,14.0,2048.0,0.15,0.4,0.1117321476340293,0.36181640625
mixed_context,ndfa_random_kronecker,3.0,0.0,0.0,14.0,2048.0,0.15,0.4,0.1134006381034851,0.36767578125
mixed_context,ndfa_random_kronecker,3.0,2.0,0.0,14.0,2048.0,0.15,0.4,0.111383818089962,0.362060546875
mixed_context,nmnc,0.0,1.0,0.0,14.0,2048.0,0.05,0.4,1.6045640707015991,0.305419921875
mixed_context,nmnc,0.0,0.0,0.0,14.0,2048.0,0.05,0.4,1.617223024368286,0.3115234375
mixed_context,vnc,0.0,2.0,0.0,14.0,2048.0,0.05,0.4,1.3627253770828247,0.3427734375
mixed_context,bp,1.0,0.0,0.0,14.0,2048.0,0.05,0.4,1.3471918106079102,0.295654296875
mixed_context,nmnc,0.0,2.0,0.0,14.0,2048.0,0.05,0.4,1.5995407104492188,0.315673828125
task_aligned,nmnc,0.0,2.0,0.0,14.0,2048.0,0.15,0.4,1.5187063217163086,0.896484375
task_aligned,nmnc,0.0,1.0,0.0,14.0,2048.0,0.15,0.4,1.5272403955459597,0.89404296875
mixed_context,vnc,0.0,1.0,0.0,14.0,2048.0,0.05,0.4,1.383499026298523,0.32763671875
nuisance_dominant,fa_random,0.0,2.0,0.0,14.0,512.0,0.15,0.2,254762.96875,0.12451171875
nuisance_dominant,ndfa_random,0.0,2.0,0.0,14.0,512.0,0.15,0.2,0.4596087038516998,0.29248046875
nuisance_dominant,ndfa_random,0.0,1.0,0.0,14.0,512.0,0.15,0.2,0.5355101823806763,0.316162109375
nuisance_dominant,ndfa_random,0.0,0.0,0.0,14.0,512.0,0.15,0.2,0.5209788680076599,0.306396484375
nuisance_dominant,drtp_random,0.0,2.0,0.0,14.0,512.0,0.05,0.4,36995280.0,0.12646484375
nuisance_dominant,fa_random,0.0,0.0,0.0,14.0,512.0,0.15,0.2,40769.98046875,0.1259765625
nuisance_dominant,fa_random,0.0,1.0,0.0,14.0,512.0,0.15,0.2,19897.45703125,0.135009765625
nuisance_dominant,vnc,0.0,0.0,0.0,14.0,512.0,0.05,0.4,1.161577582359314,0.15869140625
low_sample_noisy,fa_random,4.0,0.0,0.0,14.0,1024.0,0.05,0.0,41965.265625,0.213134765625
low_sample_noisy,ndfa_random,4.0,0.0,0.0,14.0,1024.0,0.05,0.0,0.0779981389641761,0.8125
low_sample_noisy,fa_random,4.0,2.0,0.0,14.0,1024.0,0.05,0.0,2947.57080078125,0.2431640625
low_sample_noisy,fa_random,4.0,1.0,0.0,14.0,1024.0,0.05,0.0,18933.384765625,0.31005859375
task_aligned,ndfa_random,3.0,0.0,0.0,14.0,512.0,0.15,0.4,1.1023764610290527,0.7978515625
low_sample_noisy,dfa_random,4.0,1.0,0.0,14.0,1024.0,0.05,0.0,1143.9393310546875,0.369140625
low_sample_noisy,dfa_random,4.0,2.0,0.0,14.0,1024.0,0.05,0.0,591.279052734375,0.497802734375
task_aligned,ndfa_random,3.0,1.0,0.0,14.0,512.0,0.15,0.4,1.1331855058670044,0.788818359375
mixed_context,dfa_random,1.0,2.0,0.0,14.0,2048.0,0.05,0.4,31313.43359375,0.1494140625
mixed_context,fa_random,1.0,2.0,0.0,14.0,2048.0,0.05,0.4,72106.625,0.12939453125
mixed_context,fa_random,1.0,1.0,0.0,14.0,2048.0,0.05,0.4,12236.6455078125,0.13134765625
mixed_context,fa_random,1.0,0.0,0.0,14.0,2048.0,0.05,0.4,36366.83984375,0.123291015625
task_aligned,vnc,0.0,2.0,0.0,14.0,2048.0,0.15,0.4,1.457686185836792,0.90234375
mixed_context,dfa_random,1.0,1.0,0.0,14.0,2048.0,0.05,0.4,3620.590576171875,0.1455078125
mixed_context,dfa_random,1.0,0.0,0.0,14.0,2048.0,0.05,0.4,15942.95703125,0.161376953125
task_aligned,nmnc,0.0,0.0,0.0,14.0,2048.0,0.15,0.4,1.5190465450286863,0.895263671875
mixed_context,ndfa_random,3.0,1.0,0.0,14.0,2048.0,0.15,0.4,0.7574036121368408,0.364501953125
mixed_context,ndfa_random,3.0,0.0,0.0,14.0,2048.0,0.15,0.4,0.7409651279449463,0.37060546875
mixed_context,ndfa_random,3.0,2.0,0.0,14.0,2048.0,0.15,0.4,0.7204419374465942,0.363525390625
task_aligned,fa_random,3.0,1.0,0.0,14.0,2048.0,0.05,0.4,138090.671875,0.55224609375
task_aligned,fa_random,3.0,0.0,0.0,14.0,2048.0,0.05,0.4,82074.9296875,0.514404296875
mixed_context,fa_random,3.0,2.0,0.0,14.0,2048.0,0.15,0.4,67313.03125,0.12109375
mixed_context,fa_random,3.0,1.0,0.0,14.0,2048.0,0.15,0.4,21897.501953125,0.12109375
mixed_context,dfa_random,3.0,0.0,0.0,14.0,2048.0,0.15,0.4,4722.18115234375,0.2197265625
mixed_context,fa_random,3.0,0.0,0.0,14.0,2048.0,0.15,0.4,361743.15625,0.136474609375
mixed_context,dfa_random,3.0,2.0,0.0,14.0,2048.0,0.15,0.4,4625.09765625,0.157470703125
mixed_context,dfa_random,3.0,1.0,0.0,14.0,2048.0,0.15,0.4,3102.23291015625,0.140380859375
task_aligned,fa_random,3.0,2.0,0.0,14.0,2048.0,0.05,0.4,88439.640625,0.484619140625
mixed_context,bp,3.0,0.0,0.0,14.0,2048.0,0.15,0.4,1.2360498905181885,0.310546875
task_aligned,ndfa_random,3.0,0.0,0.0,14.0,2048.0,0.05,0.4,1.1644243001937866,0.890869140625
task_aligned,vnc,0.0,1.0,0.0,14.0,2048.0,0.15,0.4,1.4602469205856323,0.896240234375
mixed_context,ndfa_random_kronecker,1.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.1621299833059311,0.369384765625
mixed_context,ndfa_random,1.0,2.0,0.0,14.0,2048.0,0.05,0.4,0.8331813812255859,0.37451171875
mixed_context,ndfa_random_kronecker,1.0,1.0,0.0,14.0,2048.0,0.05,0.4,0.1908624023199081,0.384521484375
task_aligned,vnc,0.0,0.0,0.0,14.0,2048.0,0.15,0.4,1.4588710069656372,0.902587890625
mixed_context,ndfa_random,1.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.8030470013618469,0.375244140625
mixed_context,ndfa_random,1.0,1.0,0.0,14.0,2048.0,0.05,0.4,0.8689387440681458,0.376708984375
low_sample_noisy,nmnc,3.0,2.0,0.0,14.0,1024.0,0.05,0.0,0.6147263646125793,0.554443359375
low_sample_noisy,nmnc,3.0,1.0,0.0,14.0,1024.0,0.05,0.0,0.6110474467277527,0.573974609375
low_sample_noisy,dfa_random,4.0,0.0,0.0,14.0,1024.0,0.05,0.0,282.0895080566406,0.45849609375
low_sample_noisy,bp,4.0,0.0,0.0,14.0,1024.0,0.05,0.0,0.3068477213382721,0.5810546875
task_aligned,ndfa_random,3.0,2.0,0.0,14.0,512.0,0.15,0.4,1.1642653942108154,0.8046875
low_sample_noisy,nmnc,3.0,0.0,0.0,14.0,1024.0,0.05,0.0,0.6028841733932495,0.564697265625
task_aligned,ndfa_random_kronecker,3.0,1.0,0.0,14.0,512.0,0.15,0.4,0.2779688239097595,0.626220703125
nuisance_dominant,drtp_random,0.0,0.0,0.0,14.0,512.0,0.15,0.2,39348164.0,0.12646484375
nuisance_dominant,ndfa_random_kronecker,0.0,2.0,0.0,14.0,512.0,0.15,0.2,0.0544503442943096,0.39599609375
nuisance_dominant,drtp_random,0.0,1.0,0.0,14.0,512.0,0.15,0.2,37805812.0,0.12646484375
task_aligned,ndfa_random_kronecker,3.0,0.0,0.0,14.0,512.0,0.15,0.4,0.259684145450592,0.61083984375
nuisance_dominant,drtp_random,0.0,1.0,0.0,14.0,512.0,0.05,0.4,40941044.0,0.125732421875
nuisance_dominant,drtp_random,0.0,0.0,0.0,14.0,512.0,0.05,0.4,42302140.0,0.128173828125
nuisance_dominant,ndfa_random_kronecker,0.0,1.0,0.0,14.0,512.0,0.15,0.2,0.0602919496595859,0.420166015625
nuisance_dominant,ndfa_random_kronecker,0.0,0.0,0.0,14.0,512.0,0.15,0.2,0.0599785968661308,0.402099609375
nuisance_dominant,nmnc,0.0,0.0,0.0,14.0,512.0,0.15,0.2,1.4024301767349243,0.166015625
nuisance_dominant,vnc,0.0,2.0,0.0,14.0,512.0,0.15,0.2,1.1230878829956057,0.166015625
nuisance_dominant,nmnc,0.0,2.0,0.0,14.0,512.0,0.15,0.2,1.3741825819015503,0.1689453125
nuisance_dominant,nmnc,0.0,1.0,0.0,14.0,512.0,0.15,0.2,1.3642431497573853,0.153076171875
nuisance_dominant,ndfa_random_kronecker,0.0,1.0,0.0,14.0,512.0,0.05,0.4,0.0866843536496162,0.35888671875
nuisance_dominant,ndfa_random_kronecker,0.0,0.0,0.0,14.0,512.0,0.05,0.4,0.0807679966092109,0.34814453125
nuisance_dominant,drtp_random,0.0,2.0,0.0,14.0,512.0,0.15,0.2,47528820.0,0.132080078125
nuisance_dominant,vnc,0.0,1.0,0.0,14.0,512.0,0.15,0.2,1.0212165117263794,0.167724609375
nuisance_dominant,vnc,0.0,0.0,0.0,14.0,512.0,0.15,0.2,1.3895971775054932,0.160400390625
low_sample_noisy,vnc,3.0,0.0,0.0,14.0,1024.0,0.05,0.0,0.4548532664775848,0.572265625
low_sample_noisy,drtp_random,3.0,2.0,0.0,14.0,1024.0,0.05,0.0,215304096.0,0.135009765625
low_sample_noisy,vnc,3.0,2.0,0.0,14.0,1024.0,0.05,0.0,0.8291620016098022,0.4677734375
low_sample_noisy,vnc,3.0,1.0,0.0,14.0,1024.0,0.05,0.0,0.4169203639030456,0.602294921875
nuisance_dominant,ndfa_random_kronecker,0.0,2.0,0.0,14.0,512.0,0.05,0.4,0.0827056169509887,0.337646484375
task_aligned,drtp_random,3.0,0.0,0.0,14.0,512.0,0.15,0.4,187401.0625,0.163330078125
task_aligned,ndfa_random_kronecker,3.0,2.0,0.0,14.0,512.0,0.15,0.4,0.2952758967876434,0.60986328125
low_sample_noisy,drtp_random,3.0,1.0,0.0,14.0,1024.0,0.05,0.0,226476336.0,0.1357421875
low_sample_noisy,drtp_random,3.0,0.0,0.0,14.0,1024.0,0.05,0.0,263200352.0,0.109619140625
low_sample_noisy,ndfa_random_kronecker,3.0,2.0,0.0,14.0,1024.0,0.05,0.0,0.0183758530765771,0.8759765625
task_aligned,ndfa_random_kronecker,3.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.6660658121109009,0.712158203125
mixed_context,nmnc,2.0,0.0,0.0,14.0,2048.0,0.15,0.4,1.6567420959472656,0.28955078125
mixed_context,vnc,2.0,2.0,0.0,14.0,2048.0,0.15,0.4,1.387129783630371,0.314208984375
mixed_context,nmnc,2.0,2.0,0.0,14.0,2048.0,0.15,0.4,1.6295931339263916,0.289306640625
mixed_context,nmnc,2.0,1.0,0.0,14.0,2048.0,0.15,0.4,1.6377097368240356,0.285400390625
task_aligned,ndfa_random,3.0,2.0,0.0,14.0,2048.0,0.05,0.4,1.1828267574310305,0.89306640625
task_aligned,ndfa_random,3.0,1.0,0.0,14.0,2048.0,0.05,0.4,1.1506134271621704,0.881103515625
mixed_context,drtp_random,2.0,2.0,0.0,14.0,2048.0,0.15,0.4,4890931712.0,0.124755859375
mixed_context,vnc,2.0,1.0,0.0,14.0,2048.0,0.15,0.4,1.4078863859176636,0.29541015625
mixed_context,vnc,2.0,0.0,0.0,14.0,2048.0,0.15,0.4,1.3814411163330078,0.30810546875
mixed_context,vnc,1.0,0.0,0.0,14.0,2048.0,0.05,0.4,1.4638981819152832,0.30712890625
mixed_context,drtp_random,1.0,2.0,0.0,14.0,2048.0,0.05,0.4,6266815488.0,0.117919921875
mixed_context,vnc,1.0,2.0,0.0,14.0,2048.0,0.05,0.4,1.4332345724105835,0.308837890625
mixed_context,vnc,1.0,1.0,0.0,14.0,2048.0,0.05,0.4,1.4512118101119995,0.304443359375
task_aligned,drtp_random,0.0,1.0,0.0,14.0,2048.0,0.15,0.4,914366272.0,0.41259765625
mixed_context,drtp_random,1.0,0.0,0.0,14.0,2048.0,0.05,0.4,4724682240.0,0.125732421875
mixed_context,ndfa_random_kronecker,1.0,2.0,0.0,14.0,2048.0,0.05,0.4,0.2014448046684265,0.39501953125
mixed_context,drtp_random,1.0,1.0,0.0,14.0,2048.0,0.05,0.4,3923415808.0,0.117919921875
task_aligned,drtp_random,0.0,2.0,0.0,14.0,2048.0,0.15,0.4,1170056064.0,0.32080078125
nuisance_dominant,dfa_random,1.0,0.0,0.0,14.0,512.0,0.15,0.2,13327.1044921875,0.12890625
nuisance_dominant,fa_random,1.0,0.0,0.0,14.0,512.0,0.15,0.2,184225.859375,0.13134765625
nuisance_dominant,dfa_random,1.0,2.0,0.0,14.0,512.0,0.15,0.2,5372.28662109375,0.1240234375
nuisance_dominant,dfa_random,1.0,1.0,0.0,14.0,512.0,0.15,0.2,3797.44921875,0.130859375
nuisance_dominant,ndfa_random,0.0,1.0,0.0,14.0,512.0,0.05,0.4,0.6724048256874084,0.261474609375
nuisance_dominant,bp,1.0,0.0,0.0,14.0,512.0,0.15,0.2,0.7223569750785828,0.152099609375
nuisance_dominant,ndfa_random,0.0,2.0,0.0,14.0,512.0,0.05,0.4,0.6084609627723694,0.251708984375
task_aligned,drtp_random,3.0,2.0,0.0,14.0,512.0,0.15,0.4,214038.578125,0.219482421875
low_sample_noisy,ndfa_random_kronecker,3.0,0.0,0.0,14.0,1024.0,0.05,0.0,0.0162572059780359,0.87890625
low_sample_noisy,ndfa_random,3.0,2.0,0.0,14.0,1024.0,0.05,0.0,0.080235980451107,0.8486328125
low_sample_noisy,ndfa_random_kronecker,3.0,1.0,0.0,14.0,1024.0,0.05,0.0,0.0168983321636915,0.881103515625
task_aligned,drtp_random,3.0,1.0,0.0,14.0,512.0,0.15,0.4,155977.765625,0.24853515625
low_sample_noisy,ndfa_random,3.0,0.0,0.0,14.0,1024.0,0.05,0.0,0.072599172592163,0.84912109375
low_sample_noisy,ndfa_random,3.0,1.0,0.0,14.0,1024.0,0.05,0.0,0.0693022459745407,0.844482421875
mixed_context,nmnc,1.0,2.0,0.0,14.0,2048.0,0.05,0.4,1.7403737306594849,0.256103515625
mixed_context,nmnc,1.0,1.0,0.0,14.0,2048.0,0.05,0.4,1.711268186569214,0.2734375
mixed_context,dfa_random,2.0,0.0,0.0,14.0,2048.0,0.05,0.4,36438.00390625,0.134033203125
mixed_context,bp,2.0,0.0,0.0,14.0,2048.0,0.05,0.4,1.2804853916168213,0.31298828125
mixed_context,nmnc,1.0,0.0,0.0,14.0,2048.0,0.05,0.4,1.6999670267105105,0.2724609375
